unicode,chars,vietnamese,meanings
"57D5","埕","trình","(td Nôm chưa có nội dung)"
"57D9","埙","huân","(td Nôm chưa có nội dung)"
"57DA","埚","héo","(td Nôm chưa có nội dung)"
"57DA","埚","qua","(td Nôm chưa có nội dung)"
"57DC","埜","dã","(td Nôm chưa có nội dung)"
"57DD","埝","nấm","(td Nôm chưa có nội dung)"
"57DD","埝","nậm","(td Nôm chưa có nội dung)"
"57DF","域","vác","(td Nôm chưa có nội dung)"
"57DF","域","vặc","(td Nôm chưa có nội dung)"
"57DF","域","vức","(td Nôm chưa có nội dung)"
"57DF","域","vực","(td Nôm chưa có nội dung)"
"57E0","埠","phụ","(td Nôm chưa có nội dung)"
"57E3","埣","dót","(td Nôm chưa có nội dung)"
"57E3","埣","giót","(td Nôm chưa có nội dung)"
"57E4","埤","bì","(td Nôm chưa có nội dung)"
"57E9","埩","chĩnh","(td Nôm chưa có nội dung)"
"57EC","埬","đống","(td Nôm chưa có nội dung)"
"57EE","埮","dậm","(td Nôm chưa có nội dung)"
"57EE","埮","vịm","(td Nôm chưa có nội dung)"
"57EF","埯","yểm","(td Nôm chưa có nội dung)"
"57F0","埰","thái","(td Nôm chưa có nội dung)"
"57F4","埴","thực","(td Nôm chưa có nội dung)"
"57F6","埶","đệm","(td Nôm chưa có nội dung)"
"57F7","執","chấp","(td Nôm chưa có nội dung)"
"57F7","執","chắp","(td Nôm chưa có nội dung)"
"57F7","執","chập","(td Nôm chưa có nội dung)"
"57F7","執","chặp","(td Nôm chưa có nội dung)"
"57F7","執","chộp","(td Nôm chưa có nội dung)"
"57F7","執","chụp","(td Nôm chưa có nội dung)"
"57F7","執","giập","(td Nôm chưa có nội dung)"
"57F7","執","giúp","(td Nôm chưa có nội dung)"
"57F7","執","xấp","(td Nôm chưa có nội dung)"
"57F7","執","xẵp","(td Nôm chưa có nội dung)"
"57F7","執","xóp","(td Nôm chưa có nội dung)"
"57F7","執","xúp","(td Nôm chưa có nội dung)"
"57F7","執","xụp","(td Nôm chưa có nội dung)"
"57F8","埸","dịch","(td Nôm chưa có nội dung)"
"57F9","培","bòi","(td Nôm chưa có nội dung)"
"57F9","培","bồi","(td Nôm chưa có nội dung)"
"57F9","培","bổi","(td Nôm chưa có nội dung)"
"57F9","培","bụi","(td Nôm chưa có nội dung)"
"57F9","培","vùi","(td Nôm chưa có nội dung)"
"57FA","基","cơ","(td Nôm chưa có nội dung)"
"57FC","埼","kì","(td Nôm chưa có nội dung)"
"5802","堂","đoàng","(td Nôm chưa có nội dung)"
"5802","堂","đường","(td Nôm chưa có nội dung)"
"5805","堅","gắn","(td Nôm chưa có nội dung)"
"5805","堅","ghiền","(td Nôm chưa có nội dung)"
"5805","堅","kiên","(td Nôm chưa có nội dung)"
"5805","堅","kiêng","(td Nôm chưa có nội dung)"
"5806","堆","chui","(td Nôm chưa có nội dung)"
"5806","堆","doi","(td Nôm chưa có nội dung)"
"5806","堆","đòi","(td Nôm chưa có nội dung)"
"5806","堆","đôi","(td Nôm chưa có nội dung)"
"5806","堆","đồi","(td Nôm chưa có nội dung)"
"5806","堆","duôi","(td Nôm chưa có nội dung)"
"5806","堆","nhoi","(td Nôm chưa có nội dung)"
"580D","堍","thỏ","(td Nôm chưa có nội dung)"
"580E","堎","lăng","(td Nôm chưa có nội dung)"
"5811","堑","khiếm","(td Nôm chưa có nội dung)"
"5819","堙","yên","(td Nôm chưa có nội dung)"
"581B","堛","bậc","(td Nôm chưa có nội dung)"
"581B","堛","bực","(td Nôm chưa có nội dung)"
"581D","堝","qua","(td Nôm chưa có nội dung)"
"581E","堞","điệp","(td Nôm chưa có nội dung)"
"581E","堞","nhịp","(td Nôm chưa có nội dung)"
"5821","堡","bảo","(td Nôm chưa có nội dung)"
"5824","堤","đê","(td Nôm chưa có nội dung)"
"5826","堦","giai","(td Nôm chưa có nội dung)"
"582A","堪","kham","(td Nôm chưa có nội dung)"
"582A","堪","khăm","(td Nôm chưa có nội dung)"
"582A","堪","khom","(td Nôm chưa có nội dung)"
"582F","堯","nghẻo","(td Nôm chưa có nội dung)"
"582F","堯","nghễu","(td Nôm chưa có nội dung)"
"582F","堯","nghiêu","(td Nôm chưa có nội dung)"
"582F","堯","nhao","(td Nôm chưa có nội dung)"
"582F","堯","nhiều","(td Nôm chưa có nội dung)"
"5830","堰","yển","(td Nôm chưa có nội dung)"
"5831","報","báo","(td Nôm chưa có nội dung)"
"5834","場","tràng","(td Nôm chưa có nội dung)"
"5834","場","trường","(td Nôm chưa có nội dung)"
"5835","堵","đổ","(td Nôm chưa có nội dung)"
"5837","堷","ấm","(td Nôm chưa có nội dung)"
"5837","堷","om","(td Nôm chưa có nội dung)"
"583F","堿","kiềm","(td Nôm chưa có nội dung)"
"584A","塊","cỏi","(td Nôm chưa có nội dung)"
"584A","塊","hòn","(td Nôm chưa có nội dung)"
"584A","塊","khói","(td Nôm chưa có nội dung)"
"584A","塊","khối","(td Nôm chưa có nội dung)"
"584B","塋","doanh","(td Nôm chưa có nội dung)"
"584B","塋","uýnh","(td Nôm chưa có nội dung)"
"584C","塌","tháp","(td Nôm chưa có nội dung)"
"584F","塏","khải","(td Nôm chưa có nội dung)"
"5851","塑","tố","(td Nôm chưa có nội dung)"
"5854","塔","tháp","(td Nôm chưa có nội dung)"
"5854","塔","thạp","(td Nôm chưa có nội dung)"
"5854","塔","thóp","(td Nôm chưa có nội dung)"
"5857","塗","đồ","(td Nôm chưa có nội dung)"
"5858","塘","đàng","(td Nôm chưa có nội dung)"
"5858","塘","đường","(td Nôm chưa có nội dung)"
"585A","塚","trủng","(td Nôm chưa có nội dung)"
"585E","塞","tắc","(td Nôm chưa có nội dung)"
"585E","塞","tái","(td Nôm chưa có nội dung)"
"5862","塢","ổ","(td Nôm chưa có nội dung)"
"5862","塢","ọ","(td Nôm chưa có nội dung)"
"5862","塢","ủ","(td Nôm chưa có nội dung)"
"5862","塢","ụ","(td Nôm chưa có nội dung)"
"5864","塤","ven","(td Nôm chưa có nội dung)"
"586B","填","đền","(td Nôm chưa có nội dung)"
"586B","填","điền","(td Nôm chưa có nội dung)"
"5872","塲","trường","(td Nôm chưa có nội dung)"
"5873","塳","vùng","(td Nôm chưa có nội dung)"
"5875","塵","chần","(td Nôm chưa có nội dung)"
"5875","塵","trần","(td Nôm chưa có nội dung)"
"5878","塸","gò","(td Nôm chưa có nội dung)"
"5879","塹","khiếm","(td Nôm chưa có nội dung)"
"587E","塾","thục","(td Nôm chưa có nội dung)"
"5880","墀","trì","(td Nôm chưa có nội dung)"
"5881","墁","mạn","(td Nôm chưa có nội dung)"
"5881","墁","mặn","(td Nôm chưa có nội dung)"
"5883","境","cảnh","(td Nôm chưa có nội dung)"
"5885","墅","thự","(td Nôm chưa có nội dung)"
"5886","墆","đai","(td Nôm chưa có nội dung)"
"5889","墉","dung","(td Nôm chưa có nội dung)"
"588A","墊","điếm","(td Nôm chưa có nội dung)"
"5892","墒","thương","(td Nôm chưa có nội dung)"
"5893","墓","mô","(td Nôm chưa có nội dung)"
"5893","墓","mồ","(td Nôm chưa có nội dung)"
"5893","墓","mộ","(td Nôm chưa có nội dung)"
"589B","墛","ủi","(td Nôm chưa có nội dung)"
"589C","墜","truỵ","(td Nôm chưa có nội dung)"
"589D","墝","niêu","(td Nôm chưa có nội dung)"
"589E","增","tâng","(td Nôm chưa có nội dung)"
"589E","增","tăng","(td Nôm chưa có nội dung)"
"589F","墟","hư","(td Nôm chưa có nội dung)"
"589F","墟","khư","(td Nôm chưa có nội dung)"
"58A8","墨","mặc","(td Nôm chưa có nội dung)"
"58A8","墨","mức","(td Nôm chưa có nội dung)"
"58A8","墨","mực","(td Nôm chưa có nội dung)"
"58A9","墩","đôn","(td Nôm chưa có nội dung)"
"58AB","墫","chôn","(td Nôm chưa có nội dung)"
"58AB","墫","chun","(td Nôm chưa có nội dung)"
"58AB","墫","trôn","(td Nôm chưa có nội dung)"
"58AE","墮","doạ","(td Nôm chưa có nội dung)"
"58AE","墮","đoạ","(td Nôm chưa có nội dung)"
"58B1","墱","đắng","(td Nôm chưa có nội dung)"
"58B3","墳","phần","(td Nôm chưa có nội dung)"
"58BB","墻","tường","(td Nôm chưa có nội dung)"
"58BC","墼","cơ","(td Nôm chưa có nội dung)"
"58BE","墾","khẩn","(td Nôm chưa có nội dung)"
"58C1","壁","bệch","(td Nôm chưa có nội dung)"
"58C1","壁","bích","(td Nôm chưa có nội dung)"
"58C1","壁","bịch","(td Nôm chưa có nội dung)"
"58C1","壁","vách","(td Nôm chưa có nội dung)"
"58C5","壅","ung","(td Nôm chưa có nội dung)"
"58C7","壇","đàn","(td Nôm chưa có nội dung)"
"58C7","壇","đườn","(td Nôm chưa có nội dung)"
"58C8","壈","bậm","(td Nôm chưa có nội dung)"
"58C8","壈","lấm","(td Nôm chưa có nội dung)"
"58C8","壈","lẫm","(td Nôm chưa có nội dung)"
"58CE","壎","huân","(td Nôm chưa có nội dung)"
"58D1","壑","hác","(td Nôm chưa có nội dung)"
"58D3","壓","áp","(td Nôm chưa có nội dung)"
"58D5","壕","hào","(td Nôm chưa có nội dung)"
"58D8","壘","luỹ","(td Nôm chưa có nội dung)"
"58D9","壙","khoáng","(td Nôm chưa có nội dung)"
"58D9","壙","khoảng","(td Nôm chưa có nội dung)"
"58D9","壙","khoảnh","(td Nôm chưa có nội dung)"
"58D9","壙","quãng","(td Nôm chưa có nội dung)"
"58DE","壞","hoại","(td Nôm chưa có nội dung)"
"58DF","壟","lũng","(td Nôm chưa có nội dung)"
"58E0","壠","lũng","(td Nôm chưa có nội dung)"
"58E2","壢","gạch","(td Nôm chưa có nội dung)"
"58E4","壤","nhưỡng","(td Nôm chưa có nội dung)"
"58E9","壩","bá","(td Nôm chưa có nội dung)"
"58EB","士","sãi","(td Nôm chưa có nội dung)"
"58EB","士","sĩ","(td Nôm chưa có nội dung)"
"58EB","士","sõi","(td Nôm chưa có nội dung)"
"58EB","士","sỡi","(td Nôm chưa có nội dung)"
"58EC","壬","nhám","(td Nôm chưa có nội dung)"
"58EC","壬","nhâm","(td Nôm chưa có nội dung)"
"58EC","壬","nhăm","(td Nôm chưa có nội dung)"
"58EC","壬","nhẹm","(td Nôm chưa có nội dung)"
"58EC","壬","râm","(td Nôm chưa có nội dung)"
"58EE","壮","tráng","(td Nôm chưa có nội dung)"
"58EF","壯","tráng","(td Nôm chưa có nội dung)"
"58EF","壯","trắng","(td Nôm chưa có nội dung)"
"58F0","声","thanh","(td Nôm chưa có nội dung)"
"58F3","壳","xác","(td Nôm chưa có nội dung)"
"58F3","壳","xạc","(td Nôm chưa có nội dung)"
"58F9","壹","nhất","(td Nôm chưa có nội dung)"
"58F9","壹","nhứt","(td Nôm chưa có nội dung)"
"58FB","壻","rể","(td Nôm chưa có nội dung)"
"58FB","壻","tế","(td Nôm chưa có nội dung)"
"58FC","壼","hồ","(td Nôm chưa có nội dung)"
"58FC","壼","hũ","(td Nôm chưa có nội dung)"
"58FD","壽","thọ","(td Nôm chưa có nội dung)"
"5902","夂","truy","(td Nôm chưa có nội dung)"
"5904","处","xớ","(td Nôm chưa có nội dung)"
"5904","处","xở","(td Nôm chưa có nội dung)"
"5904","处","xứ","(td Nôm chưa có nội dung)"
"5904","处","xử","(td Nôm chưa có nội dung)"
"5907","备","bị","(td Nôm chưa có nội dung)"
"590D","复","hạ","(td Nôm chưa có nội dung)"
"590D","复","phục","(td Nôm chưa có nội dung)"
"590D","复","phức","(td Nôm chưa có nội dung)"
"590F","夏","hạ","(td Nôm chưa có nội dung)"
"590F","夏","hè","(td Nôm chưa có nội dung)"
"5915","夕","tịch","(td Nôm chưa có nội dung)"
"5916","外","ngoái","(td Nôm chưa có nội dung)"
"5916","外","ngoài","(td Nôm chưa có nội dung)"
"5916","外","ngoại","(td Nôm chưa có nội dung)"
"5916","外","nguậy","(td Nôm chưa có nội dung)"
"5919","夙","túc","(td Nôm chưa có nội dung)"
"591A","多","đa","(td Nôm chưa có nội dung)"
"591A","多","đi","(td Nôm chưa có nội dung)"
"591A","多","đơ","(td Nôm chưa có nội dung)"
"591C","夜","dà","(td Nôm chưa có nội dung)"
"591C","夜","dạ","(td Nôm chưa có nội dung)"
"5922","夢","mòng","(td Nôm chưa có nội dung)"
"5922","夢","mống","(td Nôm chưa có nội dung)"
"5922","夢","mồng","(td Nôm chưa có nội dung)"
"5922","夢","mọng","(td Nôm chưa có nội dung)"
"5922","夢","mộng","(td Nôm chưa có nội dung)"
"5922","夢","muống","(td Nôm chưa có nội dung)"
"5923","夣","mọng","(td Nôm chưa có nội dung)"
"5925","夥","loã","(td Nôm chưa có nội dung)"
"5926","夦","lắm","(td Nôm chưa có nội dung)"
"5927","大","đại","(td Nôm chưa có nội dung)"
"5927","大","dãy","(td Nôm chưa có nội dung)"
"5927","大","dảy","(td Nôm chưa có nội dung)"
"5929","天","thiên","(td Nôm chưa có nội dung)"
"592A","太","thái","(td Nôm chưa có nội dung)"
"592B","夫","phu","(td Nôm chưa có nội dung)"
"592D","夭","eo","(td Nôm chưa có nội dung)"
"592D","夭","èo","(td Nôm chưa có nội dung)"
"592D","夭","ỉu","(td Nôm chưa có nội dung)"
"592D","夭","yêu","(td Nôm chưa có nội dung)"
"592D","夭","yếu","(td Nôm chưa có nội dung)"
"592D","夭","yểu","(td Nôm chưa có nội dung)"
"592E","央","ương","(td Nôm chưa có nội dung)"
"592F","夯","bổn","(td Nôm chưa có nội dung)"
"592F","夯","kháng","(td Nôm chưa có nội dung)"
"5931","失","thất","(td Nôm chưa có nội dung)"
"5931","失","thắt","(td Nôm chưa có nội dung)"
"5934","头","đầu","(td Nôm chưa có nội dung)"
"5937","夷","dai","(td Nôm chưa có nội dung)"
"5937","夷","di","(td Nôm chưa có nội dung)"
"5937","夷","dì","(td Nôm chưa có nội dung)"
"5937","夷","gì","(td Nôm chưa có nội dung)"
"5937","夷","rợ","(td Nôm chưa có nội dung)"
"5938","夸","khoa","(td Nôm chưa có nội dung)"
"5939","夹","giáp","(td Nôm chưa có nội dung)"
"593A","夺","đoạt","(td Nôm chưa có nội dung)"
"593E","夾","ghép","(td Nôm chưa có nội dung)"
"593E","夾","giáp","(td Nôm chưa có nội dung)"
"593E","夾","kép","(td Nôm chưa có nội dung)"
"593E","夾","xáp","(td Nôm chưa có nội dung)"
"5941","奁","liêm","(td Nôm chưa có nội dung)"
"5944","奄","ăm","(td Nôm chưa có nội dung)"
"5944","奄","em","(td Nôm chưa có nội dung)"
"5944","奄","im","(td Nôm chưa có nội dung)"
"5944","奄","yểm","(td Nôm chưa có nội dung)"
"5947","奇","cả","(td Nôm chưa có nội dung)"
"5947","奇","cơ","(td Nôm chưa có nội dung)"
"5947","奇","kì","(td Nôm chưa có nội dung)"
"5947","奇","kỳ","(td Nôm chưa có nội dung)"
"5948","奈","nài","(td Nôm chưa có nội dung)"
"5948","奈","nải","(td Nôm chưa có nội dung)"
"5948","奈","nại","(td Nôm chưa có nội dung)"
"5948","奈","nạy","(td Nôm chưa có nội dung)"
"5948","奈","nhại","(td Nôm chưa có nội dung)"
"5949","奉","phụng","(td Nôm chưa có nội dung)"
"5949","奉","vụng","(td Nôm chưa có nội dung)"
"594B","奋","phấn","(td Nôm chưa có nội dung)"
"594E","奎","khuê","(td Nôm chưa có nội dung)"
"594F","奏","tâu","(td Nôm chưa có nội dung)"
"594F","奏","tấu","(td Nôm chưa có nội dung)"
"5951","契","khé","(td Nôm chưa có nội dung)"
"5951","契","khẽ","(td Nôm chưa có nội dung)"
"5951","契","khế","(td Nôm chưa có nội dung)"
"5951","契","khẻ","(td Nôm chưa có nội dung)"
"5951","契","khía","(td Nôm chưa có nội dung)"
"5951","契","khít","(td Nôm chưa có nội dung)"
"5951","契","khịt","(td Nôm chưa có nội dung)"
"5954","奔","bon","(td Nôm chưa có nội dung)"
"5954","奔","bôn","(td Nôm chưa có nội dung)"
"5954","奔","bốn","(td Nôm chưa có nội dung)"
"5954","奔","buôn","(td Nôm chưa có nội dung)"
"5955","奕","dịch","(td Nôm chưa có nội dung)"
"5956","奖","tưởng","(td Nôm chưa có nội dung)"
"5957","套","sáo","(td Nôm chưa có nội dung)"
"5957","套","thạo","(td Nôm chưa có nội dung)"
"595A","奚","hề","(td Nôm chưa có nội dung)"
"5960","奠","điện","(td Nôm chưa có nội dung)"
"5961","奡","ngáo","(td Nôm chưa có nội dung)"
"5961","奡","ngoáo","(td Nôm chưa có nội dung)"
"5962","奢","xa","(td Nôm chưa có nội dung)"
"5965","奥","áo","(td Nôm chưa có nội dung)"
"5967","奧","áo","(td Nôm chưa có nội dung)"
"5969","奩","liêm","(td Nôm chưa có nội dung)"
"596A","奪","đoạt","(td Nôm chưa có nội dung)"
"596A","奪","sáo","(td Nôm chưa có nội dung)"
"596A","奪","xạo","(td Nôm chưa có nội dung)"
"596C","奬","tưởng","(td Nôm chưa có nội dung)"
"596D","奭","thích","(td Nôm chưa có nội dung)"
"596E","奮","phấn","(td Nôm chưa có nội dung)"
"5973","女","lỡ","(td Nôm chưa có nội dung)"
"5973","女","nhỡ","(td Nôm chưa có nội dung)"
"5973","女","nớ","(td Nôm chưa có nội dung)"
"5973","女","nỡ","(td Nôm chưa có nội dung)"
"5973","女","nợ","(td Nôm chưa có nội dung)"
"5973","女","nữ","(td Nôm chưa có nội dung)"
"5973","女","nự","(td Nôm chưa có nội dung)"
"5973","女","nữa","(td Nôm chưa có nội dung)"
"5974","奴","no","(td Nôm chưa có nội dung)"
"5974","奴","nó","(td Nôm chưa có nội dung)"
"5974","奴","nô","(td Nôm chưa có nội dung)"
"5976","奶","nái","(td Nôm chưa có nội dung)"
"5976","奶","nãi","(td Nôm chưa có nội dung)"
"5978","奸","gian","(td Nôm chưa có nội dung)"
"5979","她","tha","(td Nôm chưa có nội dung)"
"597D","好","háo","(td Nôm chưa có nội dung)"
"597D","好","hảo","(td Nôm chưa có nội dung)"
"597D","好","háu","(td Nôm chưa có nội dung)"
"597D","好","hấu","(td Nôm chưa có nội dung)"
"597D","好","hẩu","(td Nôm chưa có nội dung)"
"597D","好","hiếu","(td Nôm chưa có nội dung)"
"5981","妁","chước","(td Nôm chưa có nội dung)"
"5982","如","dừ","(td Nôm chưa có nội dung)"
"5982","如","nhơ","(td Nôm chưa có nội dung)"
"5982","如","như","(td Nôm chưa có nội dung)"
"5982","如","nhừ","(td Nôm chưa có nội dung)"
"5982","如","rừ","(td Nôm chưa có nội dung)"
"5983","妃","phi","(td Nôm chưa có nội dung)"
"5984","妄","vòng","(td Nôm chưa có nội dung)"
"5986","妆","trang","(td Nôm chưa có nội dung)"
"5987","妇","phụ","(td Nôm chưa có nội dung)"
"5988","妈","ma","(td Nôm chưa có nội dung)"
"5988","妈","mụ","(td Nôm chưa có nội dung)"
"598A","妊","nhâm","(td Nôm chưa có nội dung)"
"598D","妍","nghiên","(td Nôm chưa có nội dung)"
"598D","妍","ngơn","(td Nôm chưa có nội dung)"
"5991","妑","bà","(td Nôm chưa có nội dung)"
"5992","妒","đố","(td Nôm chưa có nội dung)"
"5992","妒","đú","(td Nôm chưa có nội dung)"
"5993","妓","đĩ","(td Nôm chưa có nội dung)"
"5993","妓","kĩ","(td Nôm chưa có nội dung)"
"5996","妖","èo","(td Nôm chưa có nội dung)"
"5996","妖","yêu","(td Nôm chưa có nội dung)"
"5999","妙","dẹo","(td Nôm chưa có nội dung)"
"5999","妙","diệu","(td Nôm chưa có nội dung)"
"5999","妙","dìu","(td Nôm chưa có nội dung)"
"5999","妙","dịu","(td Nôm chưa có nội dung)"
"5999","妙","xẹo","(td Nôm chưa có nội dung)"
"5999","妙","xệu","(td Nôm chưa có nội dung)"
"599D","妝","trang","(td Nôm chưa có nội dung)"
"599E","妞","nữu","(td Nôm chưa có nội dung)"
"59A3","妣","tỉ","(td Nôm chưa có nội dung)"
"59A4","妤","dư","(td Nôm chưa có nội dung)"
"59A5","妥","thoã","(td Nôm chưa có nội dung)"
"59A5","妥","thoả","(td Nôm chưa có nội dung)"
"59A8","妨","phòng","(td Nôm chưa có nội dung)"
"59A8","妨","phương","(td Nôm chưa có nội dung)"
"59A9","妩","vũ","(td Nôm chưa có nội dung)"
"59AA","妪","ẩu","(td Nôm chưa có nội dung)"
"59AC","妬","đo","(td Nôm chưa có nội dung)"
"59AC","妬","đó","(td Nôm chưa có nội dung)"
"59AC","妬","đố","(td Nôm chưa có nội dung)"
"59AC","妬","đú","(td Nôm chưa có nội dung)"
"59AE","妮","ni","(td Nôm chưa có nội dung)"
"59AF","妯","dâu","(td Nôm chưa có nội dung)"
"59B2","妲","dát","(td Nôm chưa có nội dung)"
"59B2","妲","đát","(td Nôm chưa có nội dung)"
"59B2","妲","đét","(td Nôm chưa có nội dung)"
"59B8","妸","ả","(td Nôm chưa có nội dung)"
"59B9","妹","muội","(td Nôm chưa có nội dung)"
"59BB","妻","thê","(td Nôm chưa có nội dung)"
"59BB","妻","thế","(td Nôm chưa có nội dung)"
"59BE","妾","thiếp","(td Nôm chưa có nội dung)"
"59C2","姂","bợm","(td Nôm chưa có nội dung)"
"59C5","姅","nửa","(td Nôm chưa có nội dung)"
"59C8","姈","lanh","(td Nôm chưa có nội dung)"
"59C9","姉","chị","(td Nôm chưa có nội dung)"
"59CA","姊","chị","(td Nôm chưa có nội dung)"
"59CA","姊","tỉ","(td Nôm chưa có nội dung)"
"59CB","始","thỉ","(td Nôm chưa có nội dung)"
"59CB","始","thuỷ","(td Nôm chưa có nội dung)"
"59D0","姐","thư","(td Nôm chưa có nội dung)"
"59D1","姑","cô","(td Nôm chưa có nội dung)"
"59D1","姑","o","(td Nôm chưa có nội dung)"
"59D3","姓","tính","(td Nôm chưa có nội dung)"
"59D4","委","uế","(td Nôm chưa có nội dung)"
"59D4","委","uỷ","(td Nôm chưa có nội dung)"
"59D7","姗","san","(td Nôm chưa có nội dung)"
"59D7","姗","tiên","(td Nôm chưa có nội dung)"
"59D8","姘","phanh","(td Nôm chưa có nội dung)"
"59DA","姚","đào","(td Nôm chưa có nội dung)"
"59DA","姚","đầu","(td Nôm chưa có nội dung)"
"59DA","姚","diêu","(td Nôm chưa có nội dung)"
"59DC","姜","cưng","(td Nôm chưa có nội dung)"
"59DC","姜","gừng","(td Nôm chưa có nội dung)"
"59DC","姜","khương","(td Nôm chưa có nội dung)"
"59E4","姤","cạu","(td Nôm chưa có nội dung)"
"59E4","姤","quạu","(td Nôm chưa có nội dung)"
"59E5","姥","lão","(td Nôm chưa có nội dung)"
"59E5","姥","mụ","(td Nôm chưa có nội dung)"
"59E5","姥","múa","(td Nôm chưa có nội dung)"
"59E6","姦","gian","(td Nôm chưa có nội dung)"
"59E8","姨","di","(td Nôm chưa có nội dung)"
"59E8","姨","dì","(td Nôm chưa có nội dung)"
"59EA","姪","đẹt","(td Nôm chưa có nội dung)"
"59EA","姪","điệt","(td Nôm chưa có nội dung)"
"59EC","姬","cơ","(td Nôm chưa có nội dung)"
"59EE","姮","hằng","(td Nôm chưa có nội dung)"
"59F9","姹","xá","(td Nôm chưa có nội dung)"
"59FB","姻","nhân","(td Nôm chưa có nội dung)"
"59FF","姿","tư","(td Nôm chưa có nội dung)"
"5A01","威","oai","(td Nôm chưa có nội dung)"
"5A01","威","uy","(td Nôm chưa có nội dung)"
"5A03","娃","oa","(td Nôm chưa có nội dung)"
"5A04","娄","lâu","(td Nôm chưa có nội dung)"
"5A04","娄","lu","(td Nôm chưa có nội dung)"
"5A04","娄","lũ","(td Nôm chưa có nội dung)"
"5A04","娄","lủ","(td Nôm chưa có nội dung)"
"5A05","娅","á","(td Nôm chưa có nội dung)"
"5A06","娆","nhiêu","(td Nôm chưa có nội dung)"
"5A07","娇","kiều","(td Nôm chưa có nội dung)"
"5A08","娈","luyến","(td Nôm chưa có nội dung)"
"5A09","娉","sính","(td Nôm chưa có nội dung)"
"5A11","娑","sa","(td Nôm chưa có nội dung)"
"5A12","娒","moi","(td Nôm chưa có nội dung)"
"5A13","娓","vãi","(td Nôm chưa có nội dung)"
"5A13","娓","vĩ","(td Nôm chưa có nội dung)"
"5A18","娘","nàng","(td Nôm chưa có nội dung)"
"5A18","娘","nương","(td Nôm chưa có nội dung)"
"5A18","娘","nường","(td Nôm chưa có nội dung)"
"5A1B","娛","ngu","(td Nôm chưa có nội dung)"
"5A1C","娜","na","(td Nôm chưa có nội dung)"
"5A1C","娜","nạ","(td Nôm chưa có nội dung)"
"5A1F","娟","quyên","(td Nôm chưa có nội dung)"
"5A20","娠","thần","(td Nôm chưa có nội dung)"
"5A23","娣","đệ","(td Nôm chưa có nội dung)"
"5A25","娥","nga","(td Nôm chưa có nội dung)"
"5A2B","娫","duyên","(td Nôm chưa có nội dung)"
"5A2C","娬","vũ","(td Nôm chưa có nội dung)"
"5A31","娱","ngu","(td Nôm chưa có nội dung)"
"5A36","娶","thú","(td Nôm chưa có nội dung)"
"5A3C","娼","xướng","(td Nôm chưa có nội dung)"
"5A40","婀","a","(td Nôm chưa có nội dung)"
"5A41","婁","lâu","(td Nôm chưa có nội dung)"
"5A41","婁","lu","(td Nôm chưa có nội dung)"
"5A41","婁","lũ","(td Nôm chưa có nội dung)"
"5A41","婁","lủ","(td Nôm chưa có nội dung)"
"5A41","婁","sau","(td Nôm chưa có nội dung)"
"5A46","婆","bà","(td Nôm chưa có nội dung)"
"5A49","婉","uyển","(td Nôm chưa có nội dung)"
"5A4A","婊","biểu","(td Nôm chưa có nội dung)"
"5A4D","婍","gả","(td Nôm chưa có nội dung)"
"5A55","婕","tiệp","(td Nôm chưa có nội dung)"
"5A5A","婚","hôn","(td Nôm chưa có nội dung)"
"5A62","婢","ti","(td Nôm chưa có nội dung)"
"5A62","婢","tì","(td Nôm chưa có nội dung)"
"5A66","婦","phụ","(td Nôm chưa có nội dung)"
"5A66","婦","vợ","(td Nôm chưa có nội dung)"
"5A6A","婪","lam","(td Nôm chưa có nội dung)"
"5A6C","婬","dâm","(td Nôm chưa có nội dung)"
"5A6D","婭","á","(td Nôm chưa có nội dung)"
"5A6D","婭","ả","(td Nôm chưa có nội dung)"
"5A74","婴","anh","(td Nôm chưa có nội dung)"
"5A75","婵","thiền","(td Nôm chưa có nội dung)"
"5A75","婵","thuyền","(td Nôm chưa có nội dung)"
"5A76","婶","thẩm","(td Nôm chưa có nội dung)"
"5A77","婷","đình","(td Nôm chưa có nội dung)"
"5A7F","婿","tế","(td Nôm chưa có nội dung)"
"5A84","媄","mẹ","(td Nôm chưa có nội dung)"
"5A84","媄","mệ","(td Nôm chưa có nội dung)"
"5A8D","媍","phụ","(td Nôm chưa có nội dung)"
"5A8E","媎","chửa","(td Nôm chưa có nội dung)"
"5A92","媒","mai","(td Nôm chưa có nội dung)"
"5A92","媒","môi","(td Nôm chưa có nội dung)"
"5A92","媒","mối","(td Nôm chưa có nội dung)"
"5A9A","媚","mị","(td Nôm chưa có nội dung)"
"5AA0","媠","thoã","(td Nôm chưa có nội dung)"
"5AA7","媧","oa","(td Nôm chưa có nội dung)"
"5AAE","媮","du","(td Nôm chưa có nội dung)"
"5AB2","媲","tỉ","(td Nôm chưa có nội dung)"
"5AB8","媸","sầy","(td Nôm chưa có nội dung)"
"5AB8","媸","si","(td Nôm chưa có nội dung)"
"5ABD","媽","ma","(td Nôm chưa có nội dung)"
"5ABD","媽","má","(td Nôm chưa có nội dung)"
"5ABD","媽","mợ","(td Nôm chưa có nội dung)"
"5ABD","媽","mụ","(td Nôm chưa có nội dung)"
"5ABE","媾","cấu","(td Nôm chưa có nội dung)"
"5AC1","嫁","gá","(td Nôm chưa có nội dung)"
"5AC1","嫁","gả","(td Nôm chưa có nội dung)"
"5AC1","嫁","giá","(td Nôm chưa có nội dung)"
